Estudo em anos;Renda em 2012;UF;Genero;Idade em 2012
12;1242,84;MG;F;52
2;1035,7;RS;M;48
12;816,1316;RJ;M;31
6;207,14;MA;M;33
12;2448,3948;SP;M;61
9;362,495;MG;M;53
16;3107,1;SP;M;37
14;5178,5;MG;F;53
5;1242,84;MG;M;50
12;1242,84;RR;M;37
1;816,1316;SP;M;51
6;517,85;BA;M;34
6;828,56;PE;F;48
12;1739,976;SE;M;48
5;1035,7;MA;M;38
5;207,14;PI;M;51
16;1553,55;ES;M;46
12;816,1316;AC;M;26
5;1626,049;MG;M;44
16;11392,7;RS;M;36
14;1449,98;MG;M;30
3;983,915;RJ;M;23
7;828,56;PA;F;39
12;1035,7;ES;M;55
4;1035,7;RS;M;55
12;207,14;PE;F;35
12;8285,6;CE;M;63
1;621,42;AP;M;62
9;3107,1;SP;M;48
6;1346,41;PE;M;35
12;2449,4305;RS;M;56
1;1553,55;GO;F;64
12;724,99;RJ;F;46
12;816,1316;MG;M;40
9;1553,55;RS;F;59
14;10357;RS;M;45
8;1864,26;PA;M;58
16;1636,406;PR;F;57
16;5592,78;RJ;M;63
12;1553,55;RS;F;51
10;4039,23;MS;M;38
15;8285,6;SC;M;38
15;816,1316;AC;F;30
14;932,13;PI;M;51
9;103,57;MT;F;61
9;816,1316;ES;F;56
1;1242,84;MT;F;51
12;5178,5;MG;M;45
12;828,56;ES;M;38
7;932,13;SP;F;38
7;82,856;RJ;F;67
9;704,276;SP;F;28
8;932,13;MG;F;38
12;1553,55;RJ;F;29
17;1553,55;PR;M;38
12;1139,27;MG;M;25
12;507,493;BA;F;35
8;1067,8067;RJ;F;36
16;13464,1;SC;F;56
5;1242,84;MT;M;57
12;2589,25;SC;M;28
5;816,1316;MG;M;50
12;2589,25;PE;M;36
2;1087,485;BA;M;69
10;1346,41;SP;F;41
5;724,99;PA;M;59
5;362,495;MG;M;29
12;1035,7;GO;F;38
9;926,9515;MG;M;30
16;1035,7;BA;F;42
13;414,28;SE;M;40
12;1553,55;PA;M;24
16;4660,65;RO;M;58
8;1294,625;SE;M;46
6;1657,12;SP;M;54
16;25892,5;SP;M;54
3;103,57;BA;M;54
16;5592,78;RJ;M;26
16;13464,1;MS;M;40
1;1346,41;MG;M;69
12;1242,84;RJ;M;53
14;932,13;PA;F;26
12;414,28;CE;F;42
13;2071,4;SP;M;30
12;2692,82;SC;M;29
9;816,1316;PR;F;53
1;921,773;RJ;M;20
5;816,1316;BA;M;35
12;724,99;CE;M;33
9;1242,84;RJ;F;50
12;1346,41;SP;F;42
6;816,1316;RJ;M;60
1;207,14;GO;M;44
1;673,205;PA;M;62
3;1139,27;PR;M;49
12;3624,95;MA;M;54
9;828,56;TO;F;48
1;1449,98;SP;M;45
4;816,1316;PB;M;47
4;207,14;PE;M;52
16;1242,84;RS;F;48
6;816,1316;SC;M;46
9;816,1316;BA;F;36
14;1967,83;MG;M;27
12;621,42;SP;M;27
16;7249,9;PE;M;69
9;1346,41;SP;M;51
9;517,85;RR;F;29
12;1242,84;SP;M;36
12;816,1316;TO;F;47
16;2692,82;AP;M;24
12;4660,65;RO;M;41
12;6732,05;PR;F;47
2;517,85;RN;M;56
2;310,71;AP;M;33
12;1139,27;RN;F;56
12;1242,84;PA;M;38
11;2071,4;PA;M;25
12;1553,55;PA;M;44
5;816,1316;MG;M;44
1;1242,84;RS;M;49
6;816,1316;PI;M;30
10;828,56;PE;M;37
16;5696,35;SP;M;50
5;1553,55;SC;M;59
8;1864,26;SP;M;37
1;621,42;AC;M;46
6;1346,41;RO;M;42
12;3624,95;ES;M;61
10;155,355;SP;F;26
12;944,5584;BA;F;43
15;1035,7;PE;M;35
12;1242,84;SP;M;24
12;2071,4;SC;M;32
12;828,56;PB;M;33
9;4142,8;MT;M;39
8;1139,27;RJ;M;24
9;1864,26;RJ;M;57
16;1035,7;AL;F;27
4;1242,84;GO;F;56
15;880,345;MG;M;21
6;5178,5;TO;F;59
16;1905,688;MG;F;46
5;1553,55;SP;F;62
1;77,6775;MA;F;55
12;1553,55;RJ;M;39
12;828,56;PA;F;46
15;1836,2961;SP;F;29
12;1242,84;SP;M;56
12;828,56;SP;F;39
12;1346,41;RO;M;41
1;517,85;RR;M;25
11;621,42;BA;F;35
9;1025,343;SC;M;57
16;1636,406;RJ;M;43
12;1035,7;AP;M;20
5;1553,55;SC;M;27
16;3728,52;TO;F;45
3;207,14;AP;M;42
11;310,71;MG;F;34
12;994,272;PA;F;23
7;621,42;CE;M;45
6;828,56;BA;F;41
6;776,775;CE;M;46
9;1242,84;RJ;M;42
1;1553,55;MG;M;40
9;517,85;PA;F;35
9;1002,5576;BA;M;41
9;1553,55;SP;F;64
12;517,85;AP;F;33
15;4142,8;PE;M;35
8;1346,41;GO;M;41
5;2071,4;SC;M;47
12;873,0951;DF;F;30
3;621,42;RJ;F;63
3;816,1316;AP;F;38
15;1864,26;RJ;F;25
9;1553,55;CE;M;40
12;816,1316;CE;M;30
12;1242,84;SP;M;23
4;828,56;SP;F;58
9;828,56;PI;M;26
12;2589,25;SP;M;42
11;2071,4;PR;F;50
9;1242,84;RJ;M;34
12;466,065;PE;M;23
5;2071,4;ES;M;43
12;5178,5;RJ;M;52
12;2278,54;RJ;M;44
12;1553,55;SP;M;54
13;1657,12;RS;M;34
1;828,56;PI;M;66
5;828,56;PA;M;45
6;880,345;SP;F;33
12;517,85;PA;M;25
12;1553,55;PE;M;37
16;1657,12;PA;F;39
12;2382,11;CE;M;50
12;1839,4032;RJ;M;52
9;2071,4;SP;M;62
5;258,925;MS;F;76
1;1242,84;MG;M;47
9;816,1316;AP;F;59
16;2796,39;RS;M;75
16;3107,1;BA;F;63
12;2589,25;GO;M;39
5;2071,4;RR;M;58
11;1242,84;AC;M;23
11;2071,4;PA;M;42
16;10357;SP;M;36
1;816,1316;AL;M;54
16;8285,6;CE;M;49
16;9942,72;DF;M;50
8;621,42;BA;F;43
12;1884,974;AP;M;37
16;5282,07;PE;M;51
4;1553,55;PA;M;60
2;816,1316;BA;M;23
12;816,1316;RN;M;36
9;4660,65;RS;M;32
12;51785;SP;F;53
5;1139,27;TO;M;42
3;310,71;AP;M;52
12;1760,69;MS;M;27
1;155,355;CE;M;55
12;1035,7;BA;M;23
1;517,85;PA;M;50
12;362,495;TO;M;46
6;3107,1;RS;M;54
4;1449,98;SP;M;52
12;1035,7;MT;F;43
12;816,1316;RJ;M;33
16;15535,5;ES;M;40
12;2071,4;RJ;M;32
4;362,495;MG;F;32
12;2444,252;PE;M;51
16;2692,82;SC;F;36
9;816,1316;PE;F;41
12;1180,698;MT;M;43
8;1242,84;MS;F;41
1;1035,7;AC;F;44
12;2071,4;MG;F;60
12;673,205;BA;F;48
12;1739,976;SP;M;41
6;816,1316;CE;M;45
12;816,1316;RN;M;26
2;517,85;PA;M;35
9;816,1316;CE;F;46
11;816,1316;PB;M;29
16;1760,69;MT;F;34
1;82,856;CE;M;61
6;1242,84;GO;M;29
10;4142,8;MT;M;47
12;1553,55;PR;F;53
16;2278,54;PB;M;43
1;414,28;RS;F;66
12;1242,84;BA;M;54
11;155,355;TO;M;60
12;2071,4;RS;M;28
9;1333,9816;SP;M;54
1;1242,84;AL;M;35
7;1553,55;GO;M;59
9;1553,55;RS;M;49
7;621,42;BA;M;23
12;1139,27;AP;M;29
5;828,56;RJ;M;65
12;1657,12;RS;M;43
12;2589,25;SP;M;30
16;5178,5;BA;F;49
16;3314,24;AP;F;45
6;1035,7;RJ;M;62
12;1967,83;PR;M;40
16;3107,1;GO;M;60
12;2071,4;RJ;M;37
5;816,1316;MG;F;47
12;5178,5;MG;M;59
6;310,71;PA;M;41
16;2485,68;RS;M;33
12;2589,25;SC;F;35
6;828,56;AP;M;38
3;816,1316;MG;F;35
13;1242,84;MT;M;20
6;816,1316;BA;M;26
5;77,6775;PR;F;58
12;1242,84;RS;M;42
11;1563,907;RJ;M;22
9;1501,765;SP;M;37
8;1035,7;MG;M;35
9;258,925;AP;F;55
12;3107,1;MS;M;34
12;828,56;PR;M;48
5;1014,986;MG;F;58
12;1657,12;PR;M;41
16;3107,1;SC;M;41
13;828,56;RJ;M;51
1;621,42;PB;M;51
9;2071,4;GO;M;51
16;10357;GO;M;66
12;1553,55;MA;M;27
9;8285,6;PR;M;39
12;34592,38;DF;M;57
9;2589,25;RS;M;57
13;517,85;RS;F;53
1;828,56;MT;F;28
16;4142,8;RS;M;36
12;1553,55;SP;M;25
13;4142,8;RS;F;31
6;414,28;MA;M;29
9;155,355;AP;M;22
2;393,566;BA;M;54
15;816,1316;RO;F;44
5;310,71;MG;F;43
9;932,13;GO;M;40
12;2071,4;PR;M;40
5;1522,479;SP;M;54
7;1139,27;SP;M;24
11;1346,41;PA;M;32
3;517,85;RS;M;64
14;1864,26;SP;M;43
9;662,848;PR;F;47
12;3107,1;PA;M;30
9;15535,5;SP;M;57
9;2071,4;SP;M;54
5;207,14;AP;M;30
12;434,994;PE;F;33
11;816,1316;SP;F;26
10;310,71;RS;F;23
16;6214,2;PR;M;43
1;103,57;MA;M;70
13;1242,84;RR;M;32
12;1449,98;PE;M;34
11;724,99;PA;M;24
1;4142,8;RJ;M;45
12;1553,55;TO;M;51
2;2589,25;PA;M;54
5;828,56;TO;F;46
7;82,856;MA;F;53
16;20714;SP;M;60
12;3624,95;PA;M;54
1;816,1316;PA;M;60
16;1553,55;GO;F;50
12;2071,4;GO;M;56
8;849,274;PA;F;51
12;816,1316;PE;M;52
12;1864,26;GO;M;37
1;932,13;GO;F;72
12;1050,1998;RN;F;45
2;1035,7;MS;M;55
9;1657,12;RJ;M;42
1;816,1316;DF;M;77
12;5178,5;BA;F;57
12;2071,4;MT;M;32
12;828,56;BA;M;27
11;414,28;AP;M;33
5;1020,1645;PA;F;65
2;3107,1;PE;M;42
12;1242,84;PR;F;35
16;2899,96;PR;M;32
9;310,71;MA;F;66
12;1139,27;MA;M;56
16;1864,26;BA;M;52
16;7767,75;RS;M;32
16;7249,9;PB;M;60
12;2071,4;MG;M;56
9;3107,1;SP;M;56
5;1139,27;RJ;M;52
12;1967,83;RO;M;35
5;816,1316;PE;M;47
3;362,495;SP;F;49
9;816,1316;RS;M;55
16;4142,8;RJ;F;32
1;1035,7;MG;M;40
12;1035,7;ES;F;28
12;1553,55;MG;F;24
8;1553,55;RS;F;74
16;5178,5;CE;M;39
12;816,1316;BA;F;31
12;1242,84;SC;F;36
4;517,85;MA;M;36
7;4142,8;RO;M;57
12;414,28;RS;F;69
9;932,13;PR;F;25
12;816,1316;GO;M;47
12;3107,1;SP;M;53
6;1864,26;AP;M;65
7;1657,12;MS;F;46
9;3107,1;AP;M;29
12;1139,27;MS;M;21
7;414,28;SP;F;53
1;816,1316;AL;M;51
5;1553,55;MG;M;44
9;1626,049;GO;F;62
6;1367,124;SP;M;46
12;816,1316;ES;M;29
7;517,85;AP;F;55
12;1553,55;AP;M;45
1;932,13;PE;M;31
11;3107,1;GO;M;52
16;8285,6;RS;M;64
12;816,1316;RO;M;35
13;1698,548;BA;F;33
16;3448,881;DF;M;36
16;4971,36;AP;F;37
12;2071,4;ES;M;34
9;414,28;GO;M;59
9;816,1316;ES;F;43
11;932,13;RS;F;36
16;10357;GO;M;37
16;17296,19;RS;M;42
6;750,8825;MG;F;46
2;816,1316;MG;M;42
16;8285,6;SP;F;46
11;1864,26;BA;M;39
5;1346,41;SP;M;40
4;248,568;CE;M;38
12;2589,25;RJ;M;31
3;816,1316;ES;F;59
16;2899,96;BA;F;55
12;155,355;MA;F;29
4;258,925;RJ;M;63
10;816,1316;BA;M;30
16;15535,5;DF;M;38
12;1864,26;SP;M;24
16;7249,9;BA;F;39
10;932,13;PA;M;40
12;2071,4;PR;M;51
16;816,1316;RJ;F;47
6;155,355;PA;M;21
6;1729,619;SP;M;39
11;1242,84;PR;M;33
2;227,854;SE;M;27
12;2071,4;AP;M;51
13;1242,84;SP;M;47
2;621,42;MG;F;42
1;517,85;PA;M;31
5;517,85;PE;F;57
12;2071,4;PE;M;59
5;2382,11;PR;M;62
12;621,42;AP;M;29
16;10357;DF;M;49
1;1242,84;SP;F;59
9;207,14;BA;F;22
6;1139,27;SE;M;29
16;1449,98;MA;F;66
16;5157,786;PR;M;51
9;2278,54;MT;M;51
1;1242,84;RO;M;64
12;2589,25;MG;M;27
7;1553,55;RS;M;57
9;2796,39;RS;M;37
12;1004,629;BA;F;44
12;4971,36;AL;M;48
16;310,71;DF;F;52
5;816,1316;RJ;M;64
5;932,13;MG;F;38
12;1014,986;MT;F;25
14;1657,12;MT;F;23
12;3262,455;RO;M;57
12;1346,41;SP;M;23
16;2071,4;BA;M;63
12;4142,8;RS;F;48
12;1864,26;SP;M;35
9;1035,7;PR;M;18
12;1864,26;PR;M;49
6;880,345;AL;M;50
6;816,1316;CE;M;63
12;1035,7;SP;M;24
1;1553,55;SP;M;46
8;1242,84;MT;F;37
16;6214,2;SP;M;61
12;1035,7;AL;M;48
1;816,1316;RS;M;64
12;2278,54;PR;F;44
16;921,773;ES;M;39
6;1346,41;GO;M;31
9;1967,83;MA;M;31
7;2382,11;RJ;M;38
16;18642,6;PR;M;67
8;1035,7;GO;F;59
9;828,56;BA;M;36
3;414,28;PA;M;34
1;129,4625;PI;M;37
6;3107,1;RS;M;63
16;3107,1;MG;F;52
9;828,56;SP;M;26
9;816,1316;AC;M;40
14;517,85;ES;F;46
13;1632,2632;GO;M;52
12;1346,41;SP;M;48
1;932,13;SC;F;40
3;103,57;BA;F;67
12;1535,9431;PR;F;36
12;1139,27;MG;M;32
6;816,1316;PA;F;34
5;2448,3948;MG;M;39
12;1035,7;SP;M;50
16;3264,5264;PR;F;24
4;2382,11;SP;M;42
7;5178,5;RJ;M;70
12;6214,2;PA;M;59
5;816,1316;CE;M;49
7;207,14;SE;F;47
3;155,355;MA;M;44
1;621,42;AL;M;58
13;1553,55;PR;F;31
12;724,99;SP;F;38
1;1035,7;SP;F;55
12;1553,55;PR;M;35
16;1294,625;BA;F;44
12;2382,11;DF;M;46
12;5178,5;PE;F;25
2;818,203;RN;M;44
12;1159,984;MT;F;40
12;1553,55;MG;M;33
16;10357;AP;F;55
1;816,1316;RN;M;68
16;3107,1;PA;M;49
10;2382,11;AP;F;43
13;2589,25;RJ;M;41
13;1864,26;PE;M;47
16;4142,8;MT;F;43
12;932,13;TO;M;28
6;3107,1;MT;F;60
12;1139,27;SC;F;40
5;517,85;GO;M;37
6;517,85;PE;F;57
9;1657,12;GO;M;34
16;3107,1;AP;M;54
3;2071,4;PR;M;29
12;1023,2716;RJ;F;44
6;816,1316;MG;F;46
6;2589,25;ES;M;36
9;776,775;PB;M;47
5;816,1316;MG;M;40
9;1553,55;MA;F;58
6;1242,84;TO;M;27
3;2071,4;PA;M;19
12;3107,1;GO;M;55
13;1035,7;SP;F;28
6;1242,84;DF;F;40
16;2330,325;SP;M;42
5;1242,84;SP;M;53
12;1377,481;MG;M;39
12;724,99;PA;F;37
1;817,1673;RS;M;60
9;2278,54;BA;M;44
5;724,99;SC;M;40
8;8078,46;SC;M;43
1;1242,84;TO;M;36
12;2071,4;GO;M;56
9;2071,4;AP;M;44
5;816,1316;MS;F;48
10;1398,195;GO;M;32
9;1553,55;GO;M;40
12;4142,8;AP;M;60
14;2589,25;PR;M;53
1;124,284;MA;F;53
11;952,844;AP;M;26
12;1657,12;RJ;M;42
9;932,13;CE;M;46
6;3107,1;RS;M;64
12;828,56;SP;F;39
12;1242,84;MS;F;42
11;5178,5;GO;M;61
16;1864,26;SP;F;56
12;15535,5;RS;M;58
5;828,56;RS;M;72
7;1242,84;RJ;M;47
12;4142,8;BA;M;42
3;1553,55;PR;M;62
8;2071,4;ES;M;40
12;3935,66;SE;F;46
8;1014,986;CE;F;40
6;1470,694;SP;M;39
9;2071,4;PA;M;47
9;362,495;MA;F;54
1;1553,55;SP;M;35
5;621,42;CE;M;26
9;1035,7;SP;F;46
16;2837,818;MG;M;61
1;816,1316;MG;F;60
3;816,1316;CE;M;44
5;1369,1954;RJ;M;54
9;1035,7;CE;M;76
6;880,345;RJ;M;50
12;4142,8;SP;M;62
15;1022,2359;RS;M;54
12;1346,41;PA;M;37
4;2071,4;PI;M;59
12;816,1316;AC;F;22
12;816,1316;RJ;M;54
16;3624,95;RS;F;47
16;1864,26;PB;M;44
1;155,355;PI;M;55
16;932,13;SP;F;28
16;6214,2;MG;M;41
12;816,1316;PE;F;27
1;816,1316;SE;M;56
12;1035,7;GO;M;31
6;1035,7;PA;M;34
16;2071,4;DF;F;30
12;816,1316;MG;M;44
8;816,1316;SE;M;24
11;880,345;SP;F;50
12;2071,4;BA;M;35
1;816,1316;AP;F;60
5;2899,96;MG;M;45
12;2071,4;RS;M;41
12;1553,55;PA;F;33
9;155,355;AL;F;25
16;5178,5;SC;M;26
9;1553,55;RS;M;43
14;3624,95;MG;M;56
12;1035,7;ES;F;44
11;3107,1;RJ;M;32
12;704,276;ES;F;41
16;14499,8;MG;F;63
10;1657,12;PE;F;61
9;1864,26;ES;M;33
1;196,783;TO;M;69
9;932,13;AP;M;36
16;3314,24;GO;M;32
5;1657,12;SC;M;39
12;72,499;PA;F;43
9;1077,128;PR;M;31
9;816,1316;PR;M;40
5;517,85;SP;M;53
12;3624,95;SP;M;27
16;869,988;RJ;F;27
1;414,28;ES;F;57
14;1553,55;RS;F;51
12;2153,2203;RS;F;32
3;880,345;RO;M;54
7;1139,27;MT;M;52
7;816,1316;SP;F;41
16;5178,5;AP;F;36
12;2589,25;GO;F;37
11;828,56;MT;F;27
16;2318,9323;PI;F;39
9;1760,69;SC;F;50
6;207,14;AP;M;30
5;1242,84;PR;F;58
5;1035,7;SP;M;22
1;1035,7;PA;F;31
9;1864,26;RJ;M;51
5;816,1316;BA;F;56
16;3624,95;TO;F;56
11;1035,7;SC;F;38
6;517,85;RS;F;60
12;2448,3948;BA;M;36
7;1553,55;MS;M;25
12;816,1316;BA;F;46
12;1553,55;ES;M;30
5;816,1316;GO;F;30
12;880,345;MG;M;27
4;621,42;SP;F;60
3;1242,84;MT;M;56
4;2589,25;MS;M;47
16;4142,8;PA;F;47
14;694,9547;MS;F;41
5;2278,54;RS;M;39
12;1501,765;AC;M;27
1;816,1316;MG;M;43
3;1242,84;PE;M;30
12;82,856;BA;M;24
16;3314,24;RS;M;33
6;828,56;MT;M;59
9;1035,7;SC;M;30
12;1657,12;MG;M;20
1;93,213;MG;F;50
12;1760,69;MG;M;57
12;2071,4;PE;F;56
4;207,14;CE;M;41
10;517,85;RJ;F;60
16;828,56;GO;F;40
7;2589,25;MA;M;44
5;517,85;MG;M;45
12;2382,11;RJ;M;59
12;1242,84;MS;F;53
16;3107,1;MG;F;34
9;517,85;BA;F;51
12;1657,12;MG;M;53
4;362,495;BA;M;41
4;1632,2632;PA;M;41
5;1242,84;PR;M;55
9;1864,26;RJ;M;42
11;1449,98;SC;M;45
10;3107,1;RS;M;41
12;1014,986;SP;M;21
1;1035,7;SP;F;52
3;828,56;MG;F;59
1;816,1316;PE;F;51
12;1053,3069;CE;M;31
3;1139,27;PB;M;52
10;853,4168;BA;M;41
16;10357;MG;M;54
9;816,1316;GO;M;60
12;1035,7;SC;M;44
7;921,773;MS;M;57
1;997,3791;MS;F;24
12;1553,55;SC;M;39
7;1967,83;RS;F;49
5;2382,11;GO;M;51
16;3107,1;RJ;M;56
14;1242,84;MG;M;32
7;1035,7;SP;F;23
12;1346,41;SP;F;25
6;816,1316;CE;M;52
12;816,1316;RO;M;22
5;155,355;PE;M;43
5;816,1316;SC;F;39
12;4268,1197;MA;M;36
16;7249,9;MT;M;39
17;1864,26;MG;M;52
16;3624,95;SP;M;27
8;1035,7;SP;M;39
16;5799,92;RS;F;27
12;1967,83;PR;M;37
1;414,28;TO;M;52
16;25892,5;PR;M;50
12;1242,84;RN;M;21
10;621,42;MT;M;25
9;828,56;RJ;F;65
12;816,1316;CE;F;60
6;1139,27;BA;M;36
16;8803,45;PE;M;78
7;816,1316;AL;M;36
3;310,71;RN;M;59
12;466,065;CE;F;42
1;1038,8071;ES;M;50
10;1139,27;SC;M;33
16;31071;RJ;M;45
16;1553,55;PR;F;24
12;331,424;PI;F;43
12;838,917;RN;F;36
16;6214,2;MG;M;73
1;362,495;SP;F;56
9;828,56;RR;M;22
4;2547,822;RS;M;50
5;1947,116;SP;M;54
1;828,56;CE;M;39
12;5178,5;RJ;F;45
12;9321,3;SP;M;33
4;347,9952;PA;M;37
12;5064,573;AP;M;56
15;1242,84;RS;M;37
11;816,1316;BA;M;44
16;1657,12;RJ;F;53
12;1449,98;PE;M;49
16;19678,3;PR;M;58
6;207,14;RS;M;67
7;816,1316;PA;M;52
12;1035,7;SC;M;58
5;816,1316;SP;M;58
16;7767,75;PR;M;46
16;3107,1;SP;M;56
8;828,56;AP;M;47
12;2071,4;RO;M;37
6;816,1316;CE;F;40
1;1553,55;SP;M;70
17;816,1316;PE;F;39
8;1035,7;GO;M;32
12;1632,2632;PA;M;63
12;816,1316;RS;F;19
9;12946,25;SP;M;49
15;3107,1;BA;M;59
6;1035,7;CE;M;65
15;1050,1998;BA;F;36
11;816,1316;TO;F;34
12;2174,97;MA;M;29
9;4349,94;DF;M;40
6;2174,97;RS;M;73
10;414,28;MG;M;34
13;3832,09;SP;M;49
9;1346,41;MG;M;36
16;10357;RS;M;45
12;1035,7;PR;F;37
5;1035,7;RS;M;52
12;1035,7;PR;M;35
3;62,142;BA;M;52
16;16571,2;RJ;M;43
5;816,1316;PE;M;33
9;517,85;SP;M;50
6;828,56;MG;F;42
16;5696,35;RJ;M;62
5;1035,7;PR;F;36
16;7249,9;PR;M;29
12;2071,4;MG;M;39
9;1139,27;RS;F;21
15;4142,8;SP;M;42
8;1035,7;RN;F;38
12;816,1316;CE;M;23
12;932,13;SE;F;36
12;828,56;CE;M;30
12;1035,7;TO;M;32
3;621,42;MT;F;59
9;1657,12;PE;F;40
16;2071,4;SC;F;52
16;12428,4;SC;M;49
15;880,345;GO;F;24
16;2796,39;CE;M;48
9;1346,41;SC;F;35
9;911,416;MT;F;37
12;2071,4;MT;M;43
16;5178,5;PR;M;35
12;3624,95;GO;M;52
1;497,136;PB;M;62
9;1553,55;MT;M;55
12;1242,84;CE;F;41
6;1346,41;MG;M;48
16;1553,55;PE;M;50
5;414,28;MG;F;60
16;3107,1;GO;M;56
12;1864,26;SP;F;35
12;932,13;RS;F;58
16;1242,84;MT;F;28
16;3935,66;RS;M;31
12;1553,55;MG;F;36
16;8161,316;SC;M;37
11;1035,7;MA;M;24
6;3107,1;AP;M;46
12;994,272;AC;M;68
12;1139,27;PE;M;29
7;1087,485;BA;M;33
12;816,1316;BA;M;38
12;1967,83;PE;F;50
9;3417,81;SP;F;42
10;1242,84;PE;M;40
16;5799,92;DF;F;32
12;517,85;BA;M;32
15;3624,95;PR;M;46
9;2589,25;PR;M;33
9;1553,55;SP;M;49
12;932,13;MG;F;36
8;1553,55;SP;M;34
12;816,1316;AP;F;40
12;1553,55;MT;F;27
16;2278,54;SP;M;39
16;2899,96;AC;M;49
6;517,85;MT;F;73
6;816,1316;PA;M;30
12;4142,8;PR;M;39
16;5178,5;PR;M;69
12;753,9896;CE;M;37
12;880,345;RN;M;26
16;8285,6;RS;M;31
1;569,635;GO;M;69
7;932,13;SP;M;40
6;7249,9;MG;M;40
9;1242,84;RJ;M;45
9;828,56;PR;M;25
10;1657,12;GO;F;42
16;4349,94;CE;M;46
5;3624,95;SP;M;62
14;1242,84;AP;M;31
5;2071,4;GO;M;31
12;880,345;RN;M;45
12;310,71;BA;M;33
12;1657,12;RJ;M;57
12;5178,5;PR;M;32
12;1553,55;PE;M;40
11;932,13;SP;M;22
5;1035,7;PB;M;33
9;103,57;SE;F;35
8;816,1316;PA;M;58
2;1035,7;MT;M;52
12;1139,27;GO;M;29
5;816,1316;SP;M;45
1;1113,3775;RS;F;51
12;2382,11;ES;M;53
11;1035,7;SC;M;25
17;1035,7;BA;M;46
16;6214,2;GO;M;37
11;1261,4826;SP;M;31
12;816,1316;MT;M;39
12;932,13;PE;F;44
16;2485,68;SP;F;51
2;3107,1;AP;M;33
12;1864,26;RR;M;34
9;1864,26;BA;M;59
12;207,14;PA;M;23
9;51,785;BA;M;34
7;2071,4;GO;M;40
16;5696,35;PR;M;29
9;1035,7;AP;M;39
12;1191,055;BA;M;30
9;828,56;PA;M;39
3;724,99;BA;M;60
12;1449,98;PE;M;35
14;2382,11;RS;M;26
10;1042,9499;CE;F;39
8;1035,7;MG;F;65
16;20714;DF;M;65
12;4142,8;CE;M;46
12;2174,97;PE;M;44
8;828,56;BA;M;28
6;816,1316;MG;F;41
12;1346,41;SP;F;43
12;2382,11;MG;M;33
5;2589,25;SP;M;53
16;1449,98;CE;M;38
6;2071,4;SP;M;53
8;880,345;PA;M;25
10;816,1316;TO;M;26
2;816,1316;RR;M;50
1;4246,37;RS;M;42
14;2589,25;PA;M;45
16;11910,55;RS;F;48
16;4142,8;TO;M;51
11;1346,41;ES;M;24
4;1657,12;RS;M;48
9;1242,84;RS;M;56
12;1139,27;RJ;F;49
12;1242,84;AL;M;50
9;816,1316;GO;M;25
11;983,915;RJ;F;35
3;51,785;PE;M;46
8;839,9527;MG;M;21
12;414,28;SP;M;43
12;816,1316;SE;M;19
16;3314,24;SC;F;30
6;1398,195;GO;M;62
7;1035,7;SE;M;54
6;2589,25;BA;M;61
4;414,28;ES;F;44
16;3107,1;SP;M;61
12;2071,4;SP;M;37
5;310,71;PE;M;35
1;1346,41;SP;M;72
12;621,42;CE;M;31
2;1553,55;RS;M;48
5;932,13;MG;F;42
12;3107,1;SP;M;47
10;724,99;MG;M;34
6;1118,556;PE;M;51
11;1657,12;PA;F;24
7;2174,97;RS;M;30
1;816,1316;CE;F;28
6;1035,7;BA;M;60
12;1864,26;RJ;M;46
5;207,14;PA;F;34
9;103,57;BA;M;43
15;1553,55;MG;F;59
12;880,345;PE;M;33
5;828,56;SC;M;57
6;1035,7;PA;M;35
5;816,1316;MG;F;40
10;1035,7;PA;M;28
4;1035,7;BA;M;60
7;310,71;RJ;M;39
12;569,635;SP;F;31
16;8285,6;GO;M;43
9;2288,897;SP;M;49
16;10357;RS;F;59
9;517,85;SP;M;31
6;1035,7;PR;M;37
12;1346,41;MG;F;29
16;2899,96;ES;M;42
10;1346,41;PB;M;34
12;1760,69;RJ;M;34
12;1242,84;PA;M;24
6;517,85;PE;F;36
14;5178,5;PR;M;46
2;310,71;MG;F;54
12;3107,1;SP;F;32
5;1449,98;SC;F;51
8;673,205;PA;F;32
14;1449,98;PB;M;44
12;3314,24;TO;M;40
12;2071,4;RS;M;22
13;1242,84;SP;M;31
12;1242,84;PR;F;35
12;414,28;MG;M;50
12;621,42;SP;M;50
12;932,13;GO;F;38
16;2485,68;PE;M;29
16;1139,27;PA;M;29
12;2589,25;RJ;M;49
2;310,71;MA;F;40
16;3935,66;MG;M;61
16;10357;PR;M;51
4;207,14;CE;M;33
13;1346,41;RJ;F;30
9;1035,7;RS;M;30
12;1242,84;RS;M;59
9;1657,12;BA;M;34
5;1553,55;SP;M;59
8;165,712;CE;M;19
4;466,065;CE;M;37
6;1553,55;RO;M;57
12;2899,96;PR;M;53
7;816,1316;PE;F;45
16;2488,7871;MG;F;49
6;2382,11;RS;M;39
12;1657,12;MG;F;45
12;1760,69;RN;F;54
16;1632,2632;CE;M;54
1;816,1316;MG;M;50
6;2071,4;AP;M;39
1;310,71;PA;M;59
11;724,99;MA;M;29
12;4142,8;MG;M;40
5;828,56;MG;M;72
9;258,925;CE;F;41
12;2589,25;SP;M;43
4;1118,556;SP;M;59
9;787,132;PA;F;41
12;816,1316;BA;F;47
6;476,422;SP;F;37
9;1035,7;RS;M;43
